License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
January 22 2021,8004567,Max,Dog,Retriever,,98119
January 22 2021,S150262,Marco,Dog,Bernese Mountain Dog,,98136
January 22 2021,8025233,Jack,Dog,Maltese,Pomeranian,98125
January 22 2021,8025234,Ziggy,Dog,Australian Shepherd,"Poodle, Standard",98177
January 22 2021,960556,Folsom,Dog,Hound,Mix,98119
January 22 2021,30263,Tucker,Dog,"Poodle, Miniature",Terrier,98118
January 22 2021,8025238,Lord Nutterbutter,Dog,"Dachshund, Standard Long Haired","Poodle, Miniature",98122
January 22 2021,8025239,Murphy,Dog,Boxer,,98122
January 22 2021,8025240,Oreo,Dog,"Australian Shepherd, Miniature",,98126
January 22 2021,S155724,Benny,Dog,"German Shepherd, King",Mix,98118
January 22 2021,8025242,Murray,Dog,"Terrier, Soft Coated Wheaten",,98103
January 22 2021,S139158,Jesus,Dog,Neapolitan Mastiff,,98115
January 22 2021,S138739,Theo,Dog,Havanese,,98177
January 22 2021,S101802,Roman,Dog,Australian Shepherd,,98144
January 22 2021,8025243,Jasper,Dog,German Shepherd,Mix,98102
January 22 2021,S149292,Bouie,Dog,"Schnauzer, Miniature",Mix,98118
January 22 2021,30036,Fritz,Dog,"Schnauzer, Miniature",,98199
January 22 2021,8004844,Clyde,Dog,Border Collie,Mix,98105
January 22 2021,8025249,Odie,Dog,"Retriever, Labrador",,98115
January 22 2021,8003642,Capt. Kirk,Dog,Greyhound,,99126
January 22 2021,8025250,Chauncey,Dog,Bernese Mountain Dog,,98125
January 22 2021,8025251,Satchel Shannon,Dog,Miniature Pinscher,"Dachshund, Miniature Smooth Haired",98116
January 22 2021,S125983,Blaze,Dog,"Terrier, American Pit Bull",Mix,98106
January 23 2021,8005037,Spenser,Dog,"Terrier, West Highland White",,98109
January 23 2021,8025253,Morpheus,Dog,"Retriever, Labrador",Mix,98118
January 23 2021,8003690,ChiChi,Dog,"Poodle, Toy",,98199
January 23 2021,8025256,Wally,Dog,"Spaniel, American Cocker",Mix,98103
January 23 2021,8014423,Barkley,Dog,"Terrier, Yorkshire",,98178
January 23 2021,S138800,Bear,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98133
January 23 2021,8003997,Jake,Dog,"Retriever, Labrador",Mix,98103
January 23 2021,S125899,Muddy,Dog,"Retriever, Golden","Poodle, Miniature",98118
January 23 2021,28205,Blinky,Dog,Great Pyrenees,Mix,98103
January 23 2021,S131847,Barnabus,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98117
January 23 2021,8015133,Kirby,Dog,Pug,,98115
January 23 2021,84026,Tikka Bear,Dog,"Poodle, Miniature","Spaniel, English Cocker",98117
January 23 2021,S119623,Mickey,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98115
January 23 2021,8003868,Buddy,Dog,Rhodesian Ridgeback,,98105
January 23 2021,S127110,Beebo,Dog,Boxer,,98144
January 23 2021,8025265,Taika,Dog,Australian Shepherd,,98115
January 23 2021,8025266,Jake,Dog,Alaskan Malamute,Siberian Husky,98102
January 23 2021,954735,Mister Magoo,Dog,Shih Tzu,,98122
January 23 2021,8014319,Mowgli,Dog,"Retriever, Golden","Spaniel, American Cocker",98117
January 23 2021,8025269,Isaiah,Dog,German Shepherd,Mix,98108
January 23 2021,8025270,Leo,Dog,"Australian Shepherd, Miniature",,98102
January 23 2021,8025271,Caine,Dog,Great Dane,Coonhound,98116
January 24 2021,8025273,KJ,Dog,Rottweiler,"Terrier, Pit Bull",98118
January 24 2021,27587,Odin,Dog,"Terrier, American Pit Bull",,98126
January 24 2021,8013842,Jake,Dog,Catahoula Leopard dog,Mix,98115
January 24 2021,8004867,Sam,Dog,Pekingese,Terrier,98103
January 24 2021,23713,Firecracker,Dog,"Terrier, Russell",,98199
January 24 2021,S143796,Walon,Dog,Shepherd,"Terrier, American Pit Bull",98103
January 24 2021,S101172,Koji,Dog,Beagle,,98118
January 24 2021,8025278,Dozer,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98136
January 24 2021,8025279,Henry,Dog,"Retriever, Labrador","Retriever, Labrador",98109
January 24 2021,8025281,Yadi,Dog,"Retriever, Labrador",Mix,98103
January 24 2021,8004389,Thorin (Previously Brook on microchip),Dog,"Retriever, Labrador","Terrier, Rat",98107
January 24 2021,8025283,Quinn,Dog,Great Pyrenees,Mix,98102
January 24 2021,8025285,Winston,Dog,Pug,Chinese Shar-Pei,98122
January 24 2021,8025288,"Francis ""Frank"" Finnegan",Dog,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",98109
January 24 2021,8025290,Kevin,Dog,"Schnauzer, Miniature",Mix,98102
January 24 2021,8025293,Bam Bam,Dog,"Retriever, Labrador","Poodle, Miniature",98125
January 24 2021,8025295,Brisbane Kennedy,Dog,Australian Shepherd,,98117
January 24 2021,8013709,Bridger,Dog,"Retriever, Golden","Poodle, Standard",98122
January 24 2021,27666,Loki,Dog,"Terrier, American Pit Bull",,98103
January 24 2021,S155603,Jojo,Dog,"Chihuahua, Short Coat",Mix,98115
January 24 2021,8025300,Wally,Dog,Basenji,Mix,98117
January 24 2021,24103,Casey,Dog,"Poodle, Miniature",,98112
January 24 2021,8025301,Dutch,Dog,"Retriever, Labrador",Mix,98125
January 24 2021,8025303,Irving,Dog,Greyhound,Greyhound,98117
January 24 2021,S143503,Duke,Dog,German Shepherd,"Retriever, Golden",98102
January 24 2021,8025304,Zeus,Dog,Shiba Inu,,98121
January 24 2021,8025305,Rex,Dog,German Shepherd,Mix,98115
January 24 2021,215722,Willy,Dog,"Retriever, Labrador",,98107
January 25 2021,8025308,Dason,Dog,"Bulldog, French",,98109
January 25 2021,S148290,Macallan,Dog,"Retriever, Labrador",,98118
January 25 2021,8025310,Louie,Dog,"Schnauzer, Miniature",,98115
January 25 2021,8003483,Olaf,Dog,"Dachshund, Standard Smooth Haired",,98116
January 25 2021,8025312,Oliver,Dog,Australian Cattle Dog,Pointer,98133
January 25 2021,8025313,Jameson,Dog,"Retriever, Golden","Retriever, Labrador",98133
January 25 2021,8025315,Woodward,Dog,"Retriever, Labrador","Retriever, Golden",92103
January 25 2021,8025316,Lucien,Dog,Belgian Malinois,Mix,98155
January 25 2021,8006073,Puff,Dog,"Chihuahua, Short Coat",Terrier,98115
January 25 2021,8025317,Uzi,Dog,Bichon Frise,Mix,98125
January 25 2021,8004876,Kola,Dog,Lhasa Apso,,98119
January 25 2021,8025319,Indy,Dog,"Retriever, Chesapeake Bay",,98112
January 25 2021,8003725,Kiba,Dog,Pug,,98126
January 25 2021,8025321,Mushy,Dog,"Terrier, Jack Russell","Chihuahua, Short Coat",98117
January 25 2021,8000231,Levi,Dog,"Retriever, Labrador",Australian Cattle Dog,98177
January 25 2021,8025323,Kobe,Dog,Shepherd,Mix,98133
January 25 2021,8003520,Brutus,Dog,"Dachshund, Standard Smooth Haired",Basset Hound,98126
January 25 2021,8014788,Kai,Dog,Alaskan Husky,Mix,98101
January 25 2021,S155606,Copper,Dog,"Terrier, Yorkshire",Bichon Frise,98133
January 25 2021,8003519,Rudy,Dog,Belgian Sheepdog,German Shepherd,98126
January 25 2021,8004494,Flynn,Dog,Alaskan Malamute,Siberian Husky,98126
January 25 2021,8003802,Benji,Dog,Terrier,Mix,98125
January 25 2021,8014298,Dexter,Dog,Australian Shepherd,Border Collie,98107
January 25 2021,8025327,Tohui,Dog,Bearded Collie,Australian Shepherd,98106
January 25 2021,8005231,Halpurt,Dog,Border Collie,"Retriever, Labrador",98121
January 25 2021,8025330,Rocky,Dog,Siberian Husky,Mix,98102
January 25 2021,8015216,Jude,Dog,Australian Cattle Dog,Australian Shepherd,98119
January 25 2021,8025332,Henry,Dog,"Dachshund, Standard Smooth Haired",Mix,98109
January 26 2021,8025335,Archie,Dog,Shih Tzu,,98199
January 26 2021,8025336,Teddy,Dog,"Retriever, Labrador",,98117
January 26 2021,S124354,Darwin,Dog,Newfoundland,,98109
January 26 2021,S101770,Tartufalo,Dog,Lagotto Romagnolo,Mix,98199
January 26 2021,S126017,Pepper,Dog,Papillon,,98102
January 26 2021,S155273,Spencer,Dog,"Spaniel, Cavalier King Charles",Mix,98116
January 26 2021,8013776,Barclay,Dog,"Terrier, Scottish",Mix,98119
January 26 2021,8025339,Kaibear,Dog,Siberian Husky,Mix,98125
January 26 2021,8025341,Darwin,Dog,"Terrier, Boston",Mix,98107
January 26 2021,8025343,Pluto,Dog,Retriever,,98105
January 26 2021,S147996,Moe,Dog,"Retriever, Golden",Mix,98103
January 26 2021,S110536,Brinkly,Dog,"Schnauzer, Miniature",Shih Tzu,98126
January 26 2021,8013941,Romulus,Dog,German Shepherd,Belgian Malinois,98199
January 26 2021,S139050,Dudley,Dog,Pekingese,Shih Tzu,98118
January 26 2021,8004257,Oliver,Dog,Australian Shepherd,,98133
January 26 2021,15363,Sam,Dog,"Retriever, Labrador",,98118
January 26 2021,S151901,Sam (aka Anthony),Dog,"Setter, English",,98103
January 26 2021,S118053,Shelby,Dog,"Retriever, Golden","Poodle, Standard",98106
January 26 2021,8025348,Sammie,Dog,"Terrier, American Pit Bull",Mix,98133
January 26 2021,8025350,Arlo,Dog,"Terrier, American Pit Bull",Mix,98199
January 26 2021,27049,Rusty,Dog,"Poodle, Miniature",Mix,98117
January 26 2021,8025352,Frazier,Dog,Australian Kelpie,Mix,98117
January 26 2021,8025353,Banjo,Dog,"Terrier, Yorkshire",,98112
January 27 2021,8014845,Oreo,Dog,"Retriever, Labrador",Mix,98104
January 27 2021,8014389,Gavin,Dog,Terrier,"Chihuahua, Short Coat",98102
January 27 2021,8025355,Toby,Dog,"Chihuahua, Short Coat",Mix,98118
January 27 2021,S140284,Walter,Dog,"Retriever, Labrador",,98136
January 27 2021,8003887,Buster,Dog,"Terrier, American Pit Bull",Mix,98106
January 27 2021,8002608,Teddy,Dog,Maltese,,98103
January 27 2021,S155607,Ginsburg,Dog,"Schnauzer, Miniature",,98115
January 27 2021,8025362,Linus,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98115
January 27 2021,29828,Tut,Dog,Shepherd,Mix,98105
January 27 2021,S155608,Figgy,Dog,Bernese Mountain Dog,"Poodle, Standard",98107
January 27 2021,8025363,Herbert,Dog,Bernese Mountain Dog,"Poodle, Miniature",98117
January 27 2021,S125023,Bentley,Dog,Greyhound,,98125
January 27 2021,29732,Felix,Dog,"Terrier, Rat","Spaniel, English Springer",98107
January 27 2021,8025366,Hershey,Dog,Boxer,,98133
January 27 2021,27101,Rocky,Dog,"Spaniel, American Cocker","Poodle, Miniature",98105
January 27 2021,8025367,Phoenix,Dog,Border Collie,Pyrenean Shepherd,98108
January 27 2021,8025368,Arlo,Dog,Hound,Mix,98118
January 27 2021,8025369,Shiva,Dog,"Terrier, Staffordshire Bull",Mix,98122
January 27 2021,8025370,Amico,Dog,Lagotto Romagnolo,,98116
January 27 2021,8014605,Keefe,Dog,"Terrier, Boston",,98133
January 27 2021,S126809,Finn the Human,Dog,"Poodle, Miniature","Terrier, Cairn",98107
January 28 2021,S133068,Dale,Dog,Mix,,98116
January 28 2021,8014969,Jack,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)","Poodle, Miniature",98133
January 28 2021,S151172,Jack,Dog,"Terrier, American Pit Bull",Chow Chow,98102
January 28 2021,8025372,Boogie,Dog,German Shepherd,"Terrier, American Pit Bull",98121
January 28 2021,732893,Kiyo,Dog,Shiba Inu,,98126
January 28 2021,S109202,Laker,Dog,Shih Tzu,,98258
January 28 2021,28082,Buddy,Dog,Miniature Pinscher,"Dachshund, Standard Smooth Haired",98105
January 28 2021,27595,Tucker,Dog,Beagle,,98146
January 28 2021,962395,Earl,Dog,"Poodle, Standard",,98103
January 28 2021,8025374,Kai,Dog,"Retriever, Labrador","Poodle, Miniature",98118
January 28 2021,8025378,Bobby,Dog,Pug,,98125
January 28 2021,8025379,Henry,Dog,"Chihuahua, Short Coat",Pug,98125
January 28 2021,8025380,Warner,Dog,Basenji,Mix,98125
January 28 2021,S149634,Earl Ray,Dog,"Terrier, American Staffordshire",Mix,98109
January 28 2021,8025381,Peludo,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,98103
January 28 2021,8025382,LUKE,Dog,"Retriever, Labrador",,98102
January 28 2021,S133654,Ollie,Dog,Pug,,98125
January 28 2021,S116321,Linus,Dog,"Dachshund, Miniature Smooth Haired",,98125
January 28 2021,S155364,Oso,Dog,"Retriever, Labrador",German Shepherd,98133
January 28 2021,S139004,Bourbon,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Australian Cattle Dog,98115
January 28 2021,8014015,Fizzgig,Dog,"Griffon, Brussels",,98105
January 28 2021,8004642,Polo,Dog,"Chihuahua, Short Coat",Mix,98125
January 28 2021,8025385,Roscoe Blue,Dog,"Terrier, American Pit Bull",,98122
January 28 2021,8025386,Akilles,Dog,"Chihuahua, Short Coat",Mix,98126
January 28 2021,8025387,Kevin,Dog,"Terrier, Rat",Mix,98126
January 28 2021,S155366,Doug,Dog,"Terrier, Pit Bull","Terrier, Bull",98116
January 28 2021,S155367,Bodhi,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98178
January 28 2021,S155368,Winston L Zoro,Dog,"Terrier, Rat",Mix,98104
January 28 2021,8025391,Scuppers,Dog,Shih Tzu,Bichon Frise,98126
January 28 2021,8025392,Hercules,Dog,English Mastiff,Mix,98115
January 28 2021,S110303,Francesco,Dog,"Dachshund, Miniature Smooth Haired",,98109
January 28 2021,8025398,Vinnie,Dog,Spaniel,"Terrier, Pit Bull",98199
January 29 2021,30041,Hurley,Dog,Spaniel,Mix,98115
January 29 2021,29744,Kuri,Dog,German Shepherd,"Terrier, American Pit Bull",98199
January 29 2021,8025405,Goma,Dog,Australian Shepherd,Mix,98119
January 29 2021,961291,Leo,Dog,"Terrier, American Pit Bull",,98106
January 29 2021,8005217,Roscoe,Dog,"Terrier, American Pit Bull",,98118
January 29 2021,8025406,Angus Scrimm,Dog,Siberian Husky,Mix,98126
January 29 2021,8025408,Augustus,Dog,"Poodle, Miniature","Spaniel, American Cocker",98108
January 29 2021,8025410,Rocco,Dog,Australian Cattle Dog,,98102
January 29 2021,8015016,Momo,Dog,"Poodle, Miniature",,98133
January 29 2021,8025414,Sawyer,Dog,Mix,Mix,98103
January 29 2021,8025416,Bentley,Dog,"Terrier, Yorkshire",,98103
January 29 2021,8025419,Geely,Dog,Shih Tzu,,98103
January 29 2021,26821,JW Bernard,Dog,"Spaniel, Cavalier King Charles",,98117
January 29 2021,8025423,Jake,Dog,Mix,Miniature Pinscher,98199
January 29 2021,8014270,Ernest,Dog,Bernese Mountain Dog,,98116
January 29 2021,8025424,Frank,Dog,"Bulldog, American",Mix,98144
January 29 2021,S139102,Gryphon,Dog,Australian Shepherd,,98146
January 29 2021,8025426,Beans,Dog,Mix,German Shepherd,98125
January 29 2021,8025429,Rowdy,Dog,"Poodle, Standard","Retriever, Golden",98118
January 29 2021,S148800,Walter,Dog,"Schnauzer, Miniature",,98103
January 29 2021,8025430,Crosby,Dog,Australian Cattle Dog,Border Collie,98144
January 29 2021,8015309,Boba,Dog,"Welsh Corgi, Pembroke",,98108
January 29 2021,8003634,Gunther,Dog,Cane Corso,"Mixed Breed, Large (over 44 lbs fully grown)",98103
January 29 2021,8022148,Gage,Dog,Cane Corso,,98103
January 30 2021,S118328,Marley,Dog,"Setter, Irish","Poodle, Standard",98144
January 30 2021,S118329,Max,Dog,"Setter, Irish","Poodle, Standard",98144
January 30 2021,S115844,Charlie,Dog,"Retriever, Labrador","Poodle, Standard",98199
January 30 2021,8025431,Cedar,Dog,"Poodle, Standard","Retriever, Golden",98115
January 30 2021,8025432,Diego,Dog,Australian Cattle Dog,Mix,98115
January 30 2021,8015260,Wiz,Dog,"Poodle, Miniature",Mix,98144
January 30 2021,8004504,Cooper,Dog,"Dachshund, Miniature Smooth Haired",Mix,98118
January 30 2021,8025436,Pretzel,Dog,"Poodle, Standard",,98112
January 30 2021,8004234,Willie,Dog,"Chihuahua, Short Coat",Mix,98126
January 30 2021,8025438,Prince,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",,98146
January 30 2021,8025439,Shooter,Dog,Australian Cattle Dog,Mix,98116
January 30 2021,8025441,Chachi,Dog,"Terrier, Yorkshire",,98146
January 30 2021,8013758,Brody,Dog,"Terrier, Staffordshire Bull",,98115
January 30 2021,8025442,Hank,Dog,Retriever,German Shepherd,98177
January 30 2021,S155732,Wiggy,Dog,Terrier,Mix,98119
January 30 2021,8015278,Iggy Pup OsterBob,Dog,Pug,,98122
January 30 2021,8025445,Buddy,Dog,"Retriever, Golden","Poodle, Standard",98115
January 30 2021,8005055,Gordo,Dog,Mix,Mix,98105
January 30 2021,S127742,Jackson,Dog,"Terrier, American Pit Bull",,98133
January 30 2021,8025451,Ash,Dog,"Retriever, Labrador",,98105
January 30 2021,S125172,Cody,Dog,German Shepherd,Boxer,98117
January 30 2021,8025452,Jasper,Dog,"Poodle, Standard",Bernese Mountain Dog,98122
January 30 2021,8003691,Billy,Dog,Siberian Husky,Shepherd,98103
January 30 2021,8015334,Max,Dog,"Retriever, Labrador",,98118
January 30 2021,19687,Ciarli,Dog,Terrier,Bichon Frise,98103
January 30 2021,8025458,Ace,Dog,"Terrier, Pit Bull",,98108
January 30 2021,8025459,Okko,Dog,"Terrier, American Pit Bull",Mix,98108
January 30 2021,8025460,Chip,Dog,Mix,Mix,98101
January 30 2021,8025462,Wilbur,Dog,Greyhound,Mix,98133
January 30 2021,S138638,Augustus,Dog,"Dachshund, Miniature Smooth Haired",,98102
January 31 2021,8025468,Dutch,Dog,Australian Cattle Dog,,98105
January 31 2021,8025469,Scout,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98117
January 31 2021,S105432,Fox Butterfield,Dog,"Retriever, Golden",,98105
January 31 2021,8025470,Louie,Dog,Shiba Inu,Shiba Inu,98105
January 31 2021,8015339,Hubert Wahl,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98109
January 31 2021,962014,Gunther,Dog,"Chihuahua, Short Coat",Mix,98117
January 31 2021,8004075,Bobby,Dog,"Poodle, Miniature",,98136
January 31 2021,S139092,Wally,Dog,Australian Cattle Dog,Mix,98112
January 31 2021,8004366,Puck,Dog,"Retriever, Labrador",Border Collie,98109
January 31 2021,959302,Mori,Dog,Terrier,"Dachshund, Standard Smooth Haired",98115
January 31 2021,S126108,Douglas,Dog,"Retriever, Golden","Poodle, Standard",98102
January 31 2021,S126107,Avett,Dog,Boxer,,98102
January 31 2021,8025480,Russell,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98109
January 31 2021,8025483,Sirius,Dog,"Retriever, Labrador",Mix,98121
January 31 2021,8025485,Blizzard,Dog,Samoyed,,98122
January 31 2021,956992,Comet,Dog,"Chihuahua, Short Coat",,98115
January 31 2021,8015234,Vado,Dog,Miniature Pinscher,,98117
January 31 2021,S148274,Link,Dog,Australian Cattle Dog,Italian Greyhound,98109
January 31 2021,8025487,Maximus,Dog,"Poodle, Miniature",,98109
January 31 2021,8025488,Ziggy,Dog,Australian Shepherd,Australian Cattle Dog,98105
January 31 2021,8025489,Eon,Dog,"Dachshund, Miniature Smooth Haired",,98126
January 31 2021,8004542,Charlie,Dog,Spaniel,Mix,98122
January 31 2021,S149609,Manu,Dog,Shepherd,Mix,98199
January 31 2021,964435,Fido,Dog,Maltese,"Poodle, Miniature",98107
January 31 2021,8006361,Reggie,Dog,German Shepherd,,98108
January 31 2021,8003741,Max,Dog,Australian Shepherd,,98115
January 31 2021,8025493,Trajan,Dog,"Terrier, Staffordshire Bull","Terrier, American Staffordshire",98178
January 31 2021,8004177,Milo,Dog,Border Collie,Rhodesian Ridgeback,98103
February 01 2021,S110206,Bentley,Dog,"Retriever, Golden","Retriever, Labrador",98117
February 01 2021,8025494,Murphy,Dog,"Retriever, Golden",,98102
February 01 2021,S139285,Skye,Dog,"Poodle, Standard",,98105
February 01 2021,28065,Joey,Dog,Spaniel,Mix,98103
February 01 2021,8004689,Dino,Dog,Retriever,,98136
February 01 2021,S126774,Phinney,Dog,"Collie, Rough",,98117
February 01 2021,24964,Jackson,Dog,"Schnauzer, Miniature","Poodle, Miniature",98112
February 01 2021,8025503,Hobbs,Dog,"Terrier, American Staffordshire",Mix,98115
February 01 2021,8025505,Jet,Dog,"Terrier, American Pit Bull",Mix,98125
February 01 2021,8014817,Toby,Dog,Shepherd,Border Collie,98102
February 01 2021,8004668,Rufus,Dog,"Poodle, Miniature","Retriever, Labrador",98199
February 01 2021,S146361,Buddy,Dog,"Spaniel, Cavalier King Charles",Mix,98117
February 01 2021,8025519,Link,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98121
February 01 2021,8014021,Bentley,Dog,Doberman Pinscher,Mix,98115
February 01 2021,8025522,Joey,Dog,Beagle,Mix,98126
February 01 2021,8025523,Gauge,Dog,"Retriever, Golden",,98115
February 01 2021,S155617,D.O.G.,Dog,"Terrier, American Pit Bull",Mix,98178
February 01 2021,8025526,Tiburon,Dog,"Bulldog, French",,98107
February 01 2021,8015188,Momo,Dog,Bernese Mountain Dog,,98109
February 01 2021,S131128,Ralphie,Dog,"Chihuahua, Short Coat",Papillon,98103
February 01 2021,8025529,Bruno,Dog,Akita,Alaskan Malamute,98117
February 01 2021,8025530,Sully,Dog,"Retriever, Golden",,98166
February 01 2021,8025531,Murray,Dog,Terrier,Mix,98166
February 02 2021,8025534,Mitsu,Dog,American Eskimo,"Poodle, Miniature",98122
February 02 2021,S142838,Medford,Dog,"Retriever, Golden",,98107
February 02 2021,8003582,Tex,Dog,Australian Cattle Dog,Mix,98119
February 02 2021,8025536,Ripley,Dog,Terrier,Beagle,98199
February 02 2021,8025537,Grumm,Dog,Irish Wolfhound,"Retriever, Labrador",98106
February 02 2021,20483,Harley,Dog,Lhasa Apso,Maltese,98106
February 02 2021,28099,Finn,Dog,Terrier,Mix,98122
February 02 2021,S101774,Barley,Dog,"Retriever, Golden","Poodle, Standard",98107
February 02 2021,8025549,Cooper,Dog,Shepherd,Mix,98103
February 02 2021,8025550,Hudson,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98177
February 02 2021,8025551,Boots,Dog,Australian Cattle Dog,Mix,98103
February 02 2021,8025553,Fruits,Dog,Pekingese,,98178
February 02 2021,8025555,Crosby,Dog,"Poodle, Miniature","Mixed Breed, Small (under 24 lbs fully grown)",98133
February 02 2021,8025557,Roux,Dog,Basset Hound,Mix,98117
February 03 2021,8025559,Montgomery,Dog,"Poodle, Standard",Australian Shepherd,98102
February 03 2021,8025560,Jack Jack,Dog,"Terrier, Rat",Mix,98116
February 03 2021,83717,Jasper,Dog,"Retriever, Labrador",,98133
February 03 2021,8025563,Scoop,Dog,Maltese,Mix,98119
February 03 2021,S104941,Louie,Dog,"Retriever, Labrador","Poodle, Standard",98122
February 03 2021,8014113,Phineas,Dog,Italian Greyhound,,98122
February 03 2021,S129500,Rusty,Dog,"Retriever, Labrador",,98115
February 03 2021,8004984,Harvey,Dog,"Schnauzer, Standard",,98136
February 03 2021,8003924,Dallas,Dog,Terrier,"Chihuahua, Short Coat",98106
February 03 2021,S155370,Henry,Dog,"Retriever, Labrador","Poodle, Standard",98116
February 03 2021,28744,Louis Jadot,Dog,"Dachshund, Standard Smooth Haired",,98115
February 03 2021,8025565,Boudreaux,Dog,"Bulldog, French",,98116
February 03 2021,S117058,Max,Dog,"Bulldog, French",,98116
February 03 2021,8025567,Laddie,Dog,Miniature Pinscher,Mix,98107
February 03 2021,S125259,Bowie,Dog,Papillon,,98112
February 03 2021,8025573,Fox,Dog,Spaniel,"Terrier, Staffordshire Bull",98112
February 03 2021,8025574,Zeek,Dog,Border Collie,Mix,98109
February 03 2021,8025575,Fausto,Dog,Portuguese Water Dog,,98115
February 03 2021,8025577,Loki,Dog,"Welsh Corgi, Cardigan",American Eskimo,98115
February 04 2021,S155198,Milo,Dog,"Terrier, American Pit Bull",Mix,98109
February 04 2021,8004284,Henry Rollins,Dog,"Terrier, Lakeland",,98106
February 04 2021,S119964,Charlie,Dog,"Retriever, Labrador","Poodle, Miniature",98122
February 04 2021,8025580,Jax,Dog,"Retriever, Labrador",,98126
February 04 2021,S111789,Rocky,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98118
February 04 2021,8025581,Nyko,Dog,Australian Cattle Dog,German Shepherd,98177
February 04 2021,8025584,Sgt. Tibbs,Dog,"Spaniel, English Cocker",,98117
February 04 2021,83566,Simon,Dog,"Poodle, Miniature",,98125
February 04 2021,S149675,Russell,Dog,"Poodle, Miniature","Spaniel, Cavalier King Charles",98117
February 04 2021,S143956,Zip,Dog,Border Collie,,98115
February 04 2021,8025585,Finn,Dog,"Retriever, Golden",,98122
February 04 2021,8025586,Hunter,Dog,"Foxhound, American",Mix,98136
February 04 2021,8025587,Bandit,Dog,"Foxhound, American",Mix,98136
February 04 2021,8014727,Joey,Dog,Bichon Frise,,98102
February 04 2021,82594,Benny,Dog,"Chihuahua, Short Coat",Mix,98117
February 04 2021,76190,George,Dog,"Spaniel, American Cocker","Poodle, Miniature",98115
February 04 2021,S155374,Benny,Dog,Barbet,,98144
February 04 2021,8025596,Tiko,Dog,Alaskan Husky,,98144
February 04 2021,S126299,Leo,Dog,"Retriever, Labrador",Mix,98103
February 04 2021,S155375,Woody,Dog,"Australian Shepherd, Miniature",,98103
February 04 2021,8025597,Tank,Dog,Olde English Bulldogge,,98115
February 04 2021,S120200,Ollie,Dog,Australian Shepherd,,98119
February 04 2021,S140347,Clark,Dog,"Terrier, Soft Coated Wheaten",,98105
February 04 2021,8025599,Rylee,Dog,"Terrier, Yorkshire",Mix,98103
February 04 2021,8005552,Buster,Dog,"Poodle, Standard",Retriever,98199
February 04 2021,8015399,Oso,Dog,German Shepherd,Border Collie,98116
February 04 2021,S155377,Maui,Dog,Dalmatian,"Mixed Breed, Large (over 44 lbs fully grown)",98103
February 04 2021,86116,Artoo Dogtoo,Dog,Border Collie,,98199
February 04 2021,8025601,Kyle,Dog,"Welsh Corgi, Pembroke",,98103
February 04 2021,83102,Elliott,Dog,"Chihuahua, Short Coat",Mix,98117
February 04 2021,S147383,Sam,Dog,Maltese,"Poodle, Miniature",98118
February 04 2021,S130405,Sukoshi,Dog,"Australian Shepherd, Miniature",,98133
February 04 2021,8005573,Samui,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98109
February 04 2021,8005460,DJ,Dog,"Spaniel, Cavalier King Charles",,98105
February 04 2021,8015368,Oliver,Dog,Miniature Pinscher,"Chihuahua, Short Coat",98122
February 04 2021,80749,Quentin,Dog,Papillon,,98119
February 04 2021,8015712,Bob Ross,Dog,"Retriever, Labrador","Poodle, Standard",98112
February 04 2021,S148294,Thunder,Dog,"Chihuahua, Short Coat",Mix,98118
February 04 2021,76226,Riley,Dog,Australian Cattle Dog,,98103
February 04 2021,79646,Jack,Dog,"Spaniel, Tibetan","Welsh Corgi, Cardigan",98119
February 04 2021,8025607,Dudley,Dog,"Retriever, Golden",,98109
February 04 2021,8005300,Hugo,Dog,Pomeranian,,98122
February 04 2021,8015488,Copper,Dog,German Shepherd,Mix,98105
February 04 2021,S119924,Cooper,Dog,"Bulldog, French","Spaniel, Cavalier King Charles",98121
February 04 2021,8005377,Casper,Dog,Australian Shepherd,"Retriever, Golden",98168
February 04 2021,8025611,Reuben,Dog,Terrier,,98118
February 04 2021,81088,Gumbo,Dog,Basenji,,98117
February 04 2021,8015533,Albie,Dog,Bichon Frise,Mix,98117
February 04 2021,S132400,Augie,Dog,"Schnauzer, Miniature",Mix,98118
